brand,category,cashback,upsized,upsize_ends_at_utc,category_rates,tracking_time,claim_time,url
Rose Rush,Home & Garden,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/rose-rush
Routledge,Books & Media,3% Cashback,,,,2 days,90 days,https://www.shopback.com.au/routledge
Rubi Shoes,Fashion,Up to 4.8% Cashback,,,New Rubi Customer: 4.8%; Existing Rubi Customer: 2.4%,2 days,65 days,https://www.shopback.com.au/rubi-shoes
Ruggable,Home & Garden,1.8% Cashback,,,Standard Cashback: 1.8%,2 days,90 days,https://www.shopback.com.au/ruggable
RunDNA,Fashion,4.2% Cashback,,,Standard Cashback: 4.2%,2 days,90 days,https://www.shopback.com.au/rundna
Rusty,Fashion,4.8% Cashback,,,,2 days,80 days,https://www.shopback.com.au/rusty
RY - Recreate Yourself,Beauty,2% Cashback,,,Standard Cashback: 2%,2 days,50 days,https://www.shopback.com.au/ry
Rydges Hotels &amp; Resorts,Travel,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,120 days after your trip,https://www.shopback.com.au/rydges-hotels-resorts
Saba,Fashion,Up to 6% Cashback,,,New Customer (Full Priced Items): 6%; Existing Customer (Full Priced Items): 4.2%; Mark Down: 1.8%,2 days,80 days,https://www.shopback.com.au/saba
SABEN,Fashion,6% Cashback,,,Standard Cashback: 6%,2 days,65 days,https://www.shopback.com.au/saben
Sabo,Fashion,2.1% Cashback,,,Standard Cashback: 2.1%,2 days,90 days,https://www.shopback.com.au/sabo-skirt
Saii Resorts,Travel,3.6% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/saii-resorts
Saily eSim,Digital & VPNs,6% Cashback,,,Standard Cashback: 6%,2 days,90 days,https://www.shopback.com.au/saily-esim
Salvarity,Beauty,5% Cashback,,,Standard Cashback: 5%,2 days,90 days,https://www.shopback.com.au/salvarity
Samsonite,Travel,12% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback (excluding coupon purchases): 12%,2 days,90 days,https://www.shopback.com.au/samsonite
Samsung,Tech,Up to 10% Cashback,yes,2026-07-21T13:59:59.000Z,"Galaxy eVoucher+ $30 for $90 value: 10%; TVs & Soundbars: 5%; Home Appliances - Fridges, Washers/Dryers, Dishwashers, Stick Vacs: 5%; Monitors: 5%; Mobiles: 4%; Tablet/Watch/Buds/Ring: 4%; Accessories: 3%; Other: 3%; Education Store: 1.5%",10 days,150 days,https://www.shopback.com.au/samsung-au
Sand &amp; Sky,Beauty,1.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/sandandsky
SaSa Cosmetics,Beauty,Up to 7% Cashback,,,New Customers: 7%; Existing Customers: 3.5%,2 days,90 days,https://www.shopback.com.au/sasa-cosmetics
Sash Beds,Pets,$10.80 Cashback,,,Standard Cashback: $$10.80,2 days,90 days,https://www.shopback.com.au/sash-beds
Saucony,Fashion,Up to 3% Cashback,,,Full Priced Items: 3%; Sale Items: 1.2%,2 days,105 days,https://www.shopback.com.au/saucony
Savor Beauty,Beauty,14% Cashback,,,,2 days,90 days,https://www.shopback.com.au/savor-beauty
SEA LIFE Bangkok Aquarium,Travel,4% Cashback,,,Standard Cashback: 4%,2 days,150 days after your trip,https://www.shopback.com.au/sea-life-bangkok-aquarium
SEA LIFE Busan Aquarium,Travel,1% Cashback,,,Standard Cashback: 1%,2 days,150 days after your trip,https://www.shopback.com.au/sea-life-busan-aquarium
SEA LIFE Kelly Tarlton’s Aquarium,Travel,3% Cashback,,,Standard Cashback: 3%,2 days,150 days after your trip,https://www.shopback.com.au/sea-life-kelly-tarltons-aquarium
SEA LIFE Melbourne Aquarium,Activities,4% Cashback,,,Standard Cashback: 4%,2 days,90 days,https://www.shopback.com.au/sealife-melbourne
SEA LIFE Sunshine Coast Aquarium,Activities,3.6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/sealife-sunshine-coast
SEA LIFE Sydney Aquarium,Activities,4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/sealife-sydney
Seek &amp; Ramble,Home & Garden,4% Cashback,,,Standard Cashback: 4%,2 days,150 days,https://www.shopback.com.au/seek-and-ramble
Segway Ninebot,Activities,1.8% Cashback,,,Standard Cashback: 1.8%,2 days,90 days,https://www.shopback.com.au/segway-ninebot
Selfridges,Fashion,Up to 2.4% Cashback,,,Others: 2.4%; Beauty: 1.8%; Tech: 1.2%; Fine Jewellery and Fine Watches: 0.5%,2 days,90 days,https://www.shopback.com.au/selfridges
Sennheiser,Tech,9% Cashback,yes,,Standard Cashback: 9%,2 days,105 days,https://www.shopback.com.au/sennheiser
Sephora,Beauty,Up to 4% Cashback,,,New Sephora Customers: 4%; Existing Sephora Customers: 1%,3 days,105 days,https://www.shopback.com.au/sephora
Shark,Tech,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/shark-australia
Shark Beauty,Beauty,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/shark-beauty
Shaver Shop,Health & Beauty,Up to 2% Cashback,,,New Shaver Shop Customer: 2%; Existing Shaver Shop Customer: 0.5%,2 days,90 days,https://www.shopback.com.au/shaver-shop
Sheet Society,Home & Garden,Up to 2.5% Cashback,,,New Sheet Society Customers: 2.5%; All Others: 2%; Existing Sheet Society Customers: 1.25%,2 days,90 days,https://www.shopback.com.au/sheet-society
SHEIKE,Fashion,7% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 7%,2 days,95 days,https://www.shopback.com.au/sheike
SHEIN,Fashion,Up to 7.2% Cashback,,,New Shein Customer: 7.2%; Existing Shein Customer: 1.8%,3 days,100 days,https://www.shopback.com.au/shein
Sheridan,Home & Garden,Up to 3.6% Cashback,,,New Sheridan Customers: 3.6%; Existing Sheridan Customers: 1.2%,2 days,95 days,https://www.shopback.com.au/sheridan
Sheridan Outlet,Home & Garden,Up to 3.6% Cashback,,,New Sheridan Outlet Customers: 3.6%; Existing Sheridan Outlet Customers: 1.8%,2 days,80 days,https://www.shopback.com.au/sheridan-outlet
SHIELS,Fashion,Up to 4.8% Cashback,,,New Customers: 4.8%; Existing Customers: 2.4%,2 days,95 days,https://www.shopback.com.au/shiels
Shine On,Fashion,Up to 9% Cashback,,,New Customer Cashback: 9%; Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/shine-on
Shoe Warehouse,Fashion,10.5% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10.5%,2 days,120 days,https://www.shopback.com.au/shoe-warehouse
Shoes &amp; Sox,Fashion,10.5% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 10.5%,2 days,120 days,https://www.shopback.com.au/shoes-and-sox
SHOKZ,Tech,8.4% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 8.4%,2 days,65 days,https://www.shopback.com.au/shokz
Shopbop,Fashion,0.6% Cashback,,,,2 days,80 days,https://www.shopback.com.au/shopbop
Shopify,Digital & VPNs,$40 Cashback,,,Standard Cashback: $$40,2 Days,90 Days,https://www.shopback.com.au/shopify
Showpo,Fashion,Up to 4.2% Cashback,,,Full Priced Item (New Showpo Customer): 4.2%; Full Priced Item (Existing Showpo Customer): 2.4%; Sales Item: 2.4%; Coupon Code used not beginning with 'UD-': 1.2%,2 days,110 days,https://www.shopback.com.au/showpo
SHOWROOM,Fashion,2.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/showroom
Shu Uemura,Beauty,Up to 3.6% Cashback,,,New Customer Cashback: 3.6%; Existing Customer Cashback: 1.2%,2 days,90 days,https://www.shopback.com.au/shu-uemura
Significant Other,Fashion,3% Cashback,,,Standard Cashback: 3%,2 days ,95 days,https://www.shopback.com.au/significant-other
Simify,Digital & VPNs,Up to 2.5% Cashback,,,New Customers Cashback: 2.5%; Existing Customers Cashback: 1.25%,2 days,45 days,https://www.shopback.com.au/simify
Simply Wholesale,Home & Garden,3.25% Cashback,,,Standard Cashback: 3.25%,2 days,80 days,https://www.shopback.com.au/simply-wholesale
SIN Eyewear,Fashion,Up to 4.8% Cashback,,,New Customer Order without Coupon Applied: 4.8%; Existing Customer Order without Coupon Applied: 2.4%; New Customer Order with Coupon Applied: 1.8%; Existing Customer Order with Coupon Applied: 1.2%,2 days,90 days,https://www.shopback.com.au/sin-eyewear
Singapore Airlines,Travel,0.25% Cashback,,,Standard Cashback: 0.25%,2 days,125 days after your trip,https://www.shopback.com.au/singapore-airlines
SIR the label,Fashion,3.6% Cashback,,,Standard Cashback: 3.6%,5 days,90 days,https://www.shopback.com.au/sir-the-label
Siren Shoes,Fashion,3% Cashback,,,,2 days,90 days,https://www.shopback.com.au/siren-shoes
Skechers,Fashion,Up to 7% Cashback,yes,2026-07-20T13:59:59.000Z,Full Price: 7%; Sale Items: 4.2%,2 days,105 days,https://www.shopback.com.au/skechers
Skin Control,Beauty,4.2% Cashback,,,,2 days,90 days,https://www.shopback.com.au/skin-control
SkinCeuticals,Beauty,3% Cashback,,,Standard Cashback: 3%,2 days,75 days,https://www.shopback.com.au/skinceuticals
Skyscanner,Travel,Up to 4.2% Cashback,,,Flights: $$6.30; Hotels: 4.2%; Car Rental: 3.5%,7 days,90 days after your trip,https://www.shopback.com.au/skyscanner
Sleep and Beyond,Other,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/sleep-and-beyond
Sleep Firm,Home & Garden,4% Cashback,,,Standard Cashback: 4%,2 days,150 days,https://www.shopback.com.au/sleep-firm
Sleep Republic,Home & Garden,5.6% Cashback,,,Standard Cashback: 5.6%,2 days,125 days,https://www.shopback.com.au/sleep-republic
Sleeping Giant,Home & Garden,2.4% Cashback,,,Standard Cashback: 2.4%,2 days,95 days,https://www.shopback.com.au/sleeping-giant
Sleepyhead USA,Other,Up to 10.5% Cashback,,,Standard Purchases: 10.5%; Purchases with Coupon Codes: 7%,2 days,90 days,https://www.shopback.com.au/sleepyhead
Smart Buy Glasses,Fashion,Up to 3% Cashback,,,Eyewear: 3%; Others: 2.5%; Contact Lenses: 2%,2 days,75 days,https://www.shopback.com.au/smartbuyglasses
Smash Products,Home & Garden,Up to 7.5% Cashback,,,New Customers: 7.5%; Existing Customers: 5%,2 days,65 days,https://www.shopback.com.au/smash-products
Snap Rentals,Cars & Auto,3% Cashback,,,Standard Cashback: 3%,2 days,95 days,https://www.shopback.com.au/snap-rentals
Snapfish,Home & Garden,Up to 1.2% Cashback,,,New Snapfish Customers: 1.2%; Existing Snapfish Customers: 0.6%,2 days,90 days,https://www.shopback.com.au/snapfish
Snapmaker,Tech,3.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/snapmaker
Snooza Pet Products,Pets,3.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/snooza-pet-products
Snooze,Home & Garden,2.8% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 2.8%,2 days,150 days,https://www.shopback.com.au/snooze
SNOW,Health & Beauty,Up to 9% Cashback,,,Standard Cashback: 9%; Recurring Subscription: 6%,2 days,90 days,https://www.shopback.com.au/snow
Solar Sumo,Finance & Utilities,$14 Cashback,,,,2 days,90 days,https://www.shopback.com.au/solar-sumo
Solbari,Fashion,5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/solbari
Solidteknics,Home & Garden,2.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/solidteknics
Sommer Swim,Fashion,3% Cashback,,,,2 days,95 days,https://www.shopback.com.au/sommer-swim
Sonia Rykiel,Fashion,Temporarily unavailable,,,,2 days,90 days,https://www.shopback.com.au/sonia-rykiel
Sonos,Tech,Up to 1.5% Cashback,,,Standard Cashback: 1.5%; Refurbished Items Cashback: 0.75%,2  days,70 days,https://www.shopback.com.au/sonos
Sony,Tech,2% Cashback,,,Standard cashback: 2%,2 days,120 days,https://www.shopback.com.au/sony
Soulight,Home & Garden,Up to 21% Cashback,,,New Customers: 21%; Others: 14%,2 days,90 days,https://www.shopback.com.au/soulight
Southern Cross Travel Insurance,Travel,5% Cashback,,,Standard Cashback: 5%,2 days,100 days after your trip,https://www.shopback.com.au/southern-cross-travel-insurance
Spacetalk,Tech,7% Cashback,yes,,Standard Cashback: 7%,2 days,90 days,https://www.shopback.com.au/spacetalk
Specsavers,Fashion,Up to 4% Cashback,,,New Specsavers Customer Contact Lenses: 4%; Existing Specsavers Customer Contact Lenses: 2%,2 days,90 days,https://www.shopback.com.au/specsavers
Speedo,Fashion,7% Cashback,yes,,Standard Cashback: 7%,2 days,105 days,https://www.shopback.com.au/speedo
Spicers Retreats,Travel,4.2% Cashback,,,Standard Cashback: 4.2%,2 days,35 days after your trip,https://www.shopback.com.au/spicers-retreats
Sportscraft,Fashion,2.5% Cashback,,,Standard Cashback: 2.5%,2 days,80 days,https://www.shopback.com.au/sportscraft
Sportsgirl,Fashion,1% Cashback,,,Standard Cashback: 1%,2 days,95 days,https://www.shopback.com.au/sportsgirl
Spotlight,Home & Garden,2.5% Cashback,,,Standard Cashback: 2.5%,2 days,35 days,https://www.shopback.com.au/spotlight
SSENSE,Fashion,Up to 13.2% Cashback,,,New Customer: 13.2%; Existing Customer: 2.4%; Markdown Products: 0.6%,2 days,150 days,https://www.shopback.com.au/ssense
St Frock,Fashion,Up to 5% Cashback,,,New St Frock Customers: 5%; Existing St Frock Customers: 2.5%,2 days,150 days,https://www.shopback.com.au/st-frock
St. Agni,Fashion,2% Cashback,,,Standard Cashback: 2%,2 days,95 days,https://www.shopback.com.au/st-agni
Stadium Goods,Fashion,Up to 2.5% Cashback,,,Standard Items: 2.5%; Promo Items: 0.5%,2 days,90 days,https://www.shopback.com.au/stadium-goods
Stan Cash,Home & Garden,3.4% Cashback,yes,2026-07-21T13:59:59.000Z,Standard Cashback: 3.4%,2 days,95 days,https://www.shopback.com.au/stan-cash
Star RV,Activities,3.5% Cashback,,,Standard Cashback: 3.5%,2 days,90 days,https://www.shopback.com.au/star-rv
Staybridge Suites,Travel,2.1% Cashback,,,,2 days,120 days after your trip,https://www.shopback.com.au/staybridgesuites
Stayz,Travel,6% Cashback,,,Standard Cashback: 6%,2 days,100 days after your trip,https://www.shopback.com.au/stayz
Step One,Fashion,7% Cashback,yes,,Standard Cashback: 7%,2 days,65 days,https://www.shopback.com.au/step-one
StockX,Fashion,1.25% Cashback,,,"Sneakers, Streetwear, Collectibles, Handbags and Watches: 1.25%",2 days,75 days,https://www.shopback.com.au/stockx
STRAAND,Beauty,3.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/straand
Strand,Fashion,12% Cashback,yes,2026-07-19T13:58:59.000Z,Standard Cashback: 12%,2 days,90 days,https://www.shopback.com.au/strand
StrawberryNet,Beauty,6% Cashback,,,,2 days,75 days,https://www.shopback.com.au/strawberrynet
Stress Free Car Rental,Cars & Auto,Up to 25% Cashback,,,Car Hire Prepayment Value: 25%; Insurance Adds Ons Prepayment Value: 10%,2 days,90 days after your trip,https://www.shopback.com.au/stress-free-car-rental
Stylerunner,Fashion,Up to 5.6% Cashback,yes,2026-07-20T13:59:59.000Z,Full Priced Items: 5.6%; Sale Items: 2.1%,2 days,105 days,https://www.shopback.com.au/stylerunner
Styletread,Fashion,10% Cashback,yes,2026-07-19T13:59:59.999Z,Standard Cashback: 10%,2 days,65 days,https://www.shopback.com.au/styletread
Stylevana,Beauty,12.6% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 12.6%,2 days,95 days,https://www.shopback.com.au/stylevana
SUBTYPE,Fashion,Up to 3% Cashback,,,Full Priced Items: 3%; Sale Items: 2.4%,2 days,105 days,https://www.shopback.com.au/subtype
Summi Summi,Fashion,6% Cashback,,,Standard Cashback: 6%,2 days,35 days,https://www.shopback.com.au/summi-summi
Sun Siyam Resorts,Travel,3.6% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/sun-siyam-resorts
Sunber Hair,Other,4.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/sunbar-hair
Sunglass Hut,Fashion,Up to 10.01% Cashback,yes,2026-07-20T13:59:59.000Z,All Products except Meta: 10.01%; Meta Products: 8.4%,2 days,75 days,https://www.shopback.com.au/sunglass-hut
SUNNYLiFE,Home & Garden,Up to 6% Cashback,,,New Sunnylife Customers: 6%; Existing Sunnylife Customers: 1.8%,2 days,95 days,https://www.shopback.com.au/sunny-life
Sunwarrior,Health & Beauty,3.6% Cashback,,,Standard Cashback: 3.6%,2 days,90 days,https://www.shopback.com.au/sunwarrior
Super Sleeper Pro,Home & Garden,Up to 3% Cashback,,,New Customer: 3%; Existing Customer: 1.8%,2 days,90 days,https://www.shopback.com.au/super-sleeper-pro
Supercheap Auto,Home & Garden,0% Cashback,,,Standard Cashback: 0%,10 days,75 days,https://www.shopback.com.au/supercheap-auto
Superdry,Fashion,2.4% Cashback,,,Standard Cashback: 2.4%,2 days,120 days,https://www.shopback.com.au/superdry
Superloop,Finance & Utilities,$40 Cashback,,,Standard Cashback: $$40,15 days,120 days,https://www.shopback.com.au/superloop
Superspares,Home & Garden,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/superspares
Supplement Mart,Health & Beauty,2.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/supplement-mart
Supre,Fashion,4.25% Cashback,,,Standard Cashback: 4.25%; Gift Cards: 0%,2 days,80 days,https://www.shopback.com.au/supre
Surf Dive &#x27;n Ski,Fashion,4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/surf-dive-n-ski
Surfshark VPN,Digital & VPNs,98% Cashback,yes,2026-07-20T13:59:59.999Z,New Surfshark VPN Customer: 98%,2 days,75 days,https://www.shopback.com.au/surfshark
Survey Wall,Toys & Gaming,Up to $10,,,,7 days,45 days,https://www.shopback.com.au/survey-wall
Sussan,Fashion,1% Cashback,,,Standard Cashback: 1%,2 days,105 days,https://www.shopback.com.au/sussan
SUUNTO,Tech,8% Cashback,,,,2 Days,65 Days,https://www.shopback.com.au/suunto
Suzanne Grae,Fashion,Temporarily unavailable,,,,2 days,80 days,https://www.shopback.com.au/suzanne-grae
Swann Communications,Tech,4% Cashback,,,,2 days,105 days,https://www.shopback.com.au/swann-communications
Swarovski,Fashion,2% Cashback,,,Standard Cashback: 2%,2 days,120 days,https://www.shopback.com.au/swarovski
SWEAT,Fitness & Sports,Up to $17.50 Cashback,yes,2026-07-20T13:59:59.999Z,Annual Subscription: $$17.50; Monthly Subscription: $$8.40,2 days,90 days,https://www.shopback.com.au/sweat
SWIISH,Beauty,7.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/swiish
Swisse,Health & Beauty,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/swisse
Sydney Airport Parking,Cars & Auto,2.1% Cashback,,,Standard Cashback (Min. Spend of $100) (Exclusions apply): 2.1%,2 days,120 days after your trip,https://www.shopback.com.au/sydney-airport-parking
Sydney Tower Eye,Activities,4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/sydney-tower-eye
T2 Tea,Grocery,5.6% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 5.6%,2 days,90 days,https://www.shopback.com.au/t2-tea
TAFER Hotels &amp; Resorts,Travel,2.4% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/tafer-hotel-resorts
Taking Shape,Fashion,8.4% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 8.4%,2 days,95 days,https://www.shopback.com.au/taking-shape
Tangerine Telecom,Digital & VPNs,3% Cashback,,,Standard Cashback: 3%; Modem Hardware: 0%,2 days,75 days,https://www.shopback.com.au/tangerine-telecom
Taobao,Marketplace,Up to 5% Cashback,,,Existing Customer: 5%; New Customer: $$2.75,4 days,120 days,https://www.shopback.com.au/taobao
Target,Marketplace,1.75% Cashback,,,Standard Cashback: 1.75%,7 days,120 days,https://www.shopback.com.au/target-australia
Tarocash,Fashion,Up to 2.5% Cashback,,,Full Priced Items: 2.5%; Sale Items: 1%,2 days,120 days,https://www.shopback.com.au/tarocash
Taylor &amp; Hart,Fashion,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,90 days,https://www.shopback.com.au/taylor-hart
Taylor Morris Eyewear,Fashion,3% Cashback,,,Standard Cashback: 3%,2 days,100 days,https://www.shopback.com.au/taylor-morris-eyewear
Techwear Club,Fashion,10% Cashback,,,,2 days,90 days,https://www.shopback.com.au/techware-club
Tefal,Home & Garden,2.7% Cashback,,,Standard Cashback: 2.7%,2 days,90 days,https://www.shopback.com.au/tefal
Temple &amp; Webster,Home & Garden,2.75% Cashback,,,New Temple & Webster Customer: 2.75%,2 days,80 days,https://www.shopback.com.au/temple-and-webster
Temu,Marketplace,Up to 12.5% Cashback,,,"New to Temu App (never downloaded, registered or ordered): 12.5%; Others: 2.5%",7 days,90 days,https://www.shopback.com.au/temu
Teva,Fashion,Up to 7% Cashback,yes,,Full Price: 7%; Sale Items: 4.2%,2 days,90 days,https://www.shopback.com.au/teva
That&#x27;s So Fetch,Fashion,Temporarily unavailable,,,,2 days,75 days,https://www.shopback.com.au/thats-so-fetch
The Athlete&#x27;s Foot,Fashion,Up to 2% Cashback,,,Full Priced Items: 2%; Sales Items: 1.5%,2 days,105 days,https://www.shopback.com.au/the-athletes-foot
The Aussie Man,Beauty,9.8% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 9.8%,2 days,90 days,https://www.shopback.com.au/the-aussie-man
The Australian Organic,Beauty,3% Cashback,,,,2 days,90 days,https://www.shopback.com.au/the-australian-organic
The Australian Wine,Alcohol,Up to 11.2% Cashback,,,New Customer: 11.2%; Existing Customer: 4.9%,2 days,90 days,https://www.shopback.com.au/the-australian-wine
The Beauty Chef,Beauty,Up to 3% Cashback,,,New The Beauty Chef Customer: 3%; Existing The Beauty Chef Customer: 1.8%,2 days,90 days,https://www.shopback.com.au/the-beauty-chef
The Body Shop,Beauty,7% Cashback,yes,2026-07-19T13:59:59.000Z,Standard Cashback: 7%,2 days,35 days,https://www.shopback.com.au/the-body-shop
The Collagen Co.,Health & Beauty,Up to 10% Cashback,yes,2026-07-20T13:59:59.000Z,New The Collagen Co. Customers: 10%; Existing The Collagen Co. Customers: 5%,2 days,95 days,https://www.shopback.com.au/the-collagen-co
The Curiosity Box,Digital & VPNs,Up to 9% Cashback,,,Seasonal Plan: $$18; Annual Plan: $$18; Other purchases: 9%,2 days,90 days,https://www.shopback.com.au/the-curiosity-box
The DoubleF,Fashion,5.6% Cashback,,,,2 days,95 days,https://www.shopback.com.au/the-doublef
The Fast 800,Health & Beauty,2.5% Cashback,,,Standard Cashback: 2.5%,2 days,90 days,https://www.shopback.com.au/the-fast-800
The Good Guys,Marketplace,Up to 1.5% Cashback,,,BBQs & Outdoor Cooking: 1.5%; Smart Home: 1.5%; Heating & Cooling: 1.5%; Laundry: 1.25%; Fridges & Freezers: 1.25%; Cooking & Dishwashers: 1.25%; Digital Cameras: 0.75%; Audio: 0.75%; Health & Grooming: 0.75%; Vacuums & Cleaners: 0.75%; Televisions: 0.75%; Small Kitchen Appliances: 0.75%; Phones & Wearables: 0.45%; Computers & Tablets: 0.45%; Gaming: 0.45%,2 days,60 days,https://www.shopback.com.au/the-good-guys
The Gut,Health & Beauty,5% Cashback,,,Standard Cashback: 5%,2 days,95 days,https://www.shopback.com.au/the-gut
The Healthy Man,Health & Beauty,5.2% Cashback,,,,2 days,90 days,https://www.shopback.com.au/the-healthy-man
The Healthy Mummy,Health & Beauty,6% Cashback,,,Standard Cashback: 6%,2 days,105 days,https://www.shopback.com.au/the-healthy-mummy
THE ICONIC,Fashion,Up to 5.5% Cashback,,,New Customer - Purchases via THE ICONIC App: 5.5%; New Customer - Purchases via All Other Devices: 4.5%; Returning Customer - Purchases via THE ICONIC App: 1.5%; Returning Customer- Purchases via All Other Devices: 0.5%,2 days,120 days,https://www.shopback.com.au/the-iconic
The INKEY List,Beauty,Up to 3.5% Cashback,,,New The INKEY List Customers: 3.5%; Existing The INKEY List Customers: 1.4%; Use of Coupon Codes: 0.7%,2 days,90 days,https://www.shopback.com.au/the-inkey-list
The Jacket Maker,Fashion,3.5% Cashback,,,,2 days,95 days,https://www.shopback.com.au/the-jacket-maker
The Lady Shake,Health & Beauty,10.5% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 10.5%,2 days,90 days,https://www.shopback.com.au/the-lady-shake
The Langham Hotels &amp; Resorts (Pacific),Travel,2% Cashback,,,Standard Cashback: 2%,2 days,405 days after your trip,https://www.shopback.com.au/the-langham
The Magani Hotel and Spa,Travel,4.2% Cashback,,,,2 days,100 days after your trip,https://www.shopback.com.au/the-magani-hotel-and-spa
The Man Shake,Health & Beauty,10.5% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 10.5%,2 days,90 days,https://www.shopback.com.au/the-man-shake
The Memo,Baby & Kids,1.8% Cashback,,,New Customer: 1.8%,2 days,90 days,https://www.shopback.com.au/the-memo
The New Trend,Fashion,Up to 3.5% Cashback,,,New The New Trend Customer (Full Priced Items): 3.5%; New The New Trend Customer (Sale Items): 2.75%; Existing The New Trend Customer (Full Priced Items): 2%; Existing The New Trend Customer (Sale Items): 1.25%,2 days,95 days,https://www.shopback.com.au/thenewtrend
The Nile,Activities,1.5% Cashback,,,,2 days,95 days,https://www.shopback.com.au/the-nile
The North Face,Fashion,Up to 7% Cashback,yes,2026-07-20T13:59:59.000Z,Full Price: 7%; Sale Items: 4.2%,2 days,90 days,https://www.shopback.com.au/the-north-face
The Oodie,Fashion,Up to 3% Cashback,,,Spend Above $125: 3%; Spend Under $125: 1.5%,2 days,90 days,https://www.shopback.com.au/the-oodie
The Organic Skin Co.,Beauty,8.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/the-organic-skin-co
THE OUTNET,Fashion,1.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/the-outnet
The Phoenix,Health & Beauty,$22 Cashback,,,,2 days,90 days,https://www.shopback.com.au/the-phoenix
The Somewhere Co.,Home & Garden,3.5% Cashback,,,Standard Cashback: 3.5%,2 days,90 days,https://www.shopback.com.au/the-somewhere-co
The Trybe,Fashion,Up to 1.8% Cashback,,,Standard Cashback: 1.8%; Coupon Usage: 0.9%,2 days,105 days,https://www.shopback.com.au/the-trybe
The UGG Shop,Fashion,6.3% Cashback,,,Standard Cashback: 6.3%,2 days,90 days,https://www.shopback.com.au/the-ugg-shop
The Webster,Fashion,1.68% Cashback,,,,2 days,75 days,https://www.shopback.com.au/the-webster
The Well Store,Home & Garden,3.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/the-well-store
The Whisky Club,Alcohol,Temporarily unavailable,,,,2 days,90 days,https://www.shopback.com.au/the-whisky-club
The Wine Collective,Alcohol,Up to 7% Cashback,,,New Customer: 7%; Existing Customer: 2.8%,2 days,95 days,https://www.shopback.com.au/the-wine-collective
The WOD Life,Home & Garden,7% Cashback,yes,,Standard Cashback: 7%,2 days,95 days,https://www.shopback.com.au/twl
Theatre Tickets Direct,Activities,2.45% Cashback,,,,2 days,75 days,https://www.shopback.com.au/theatre-tickets-direct
Therabody,Fitness & Sports,4.2% Cashback,,,,2 days,125 days,https://www.shopback.com.au/therabody
Thin Lizzy,Beauty,Up to 9% Cashback,,,New Thin Lizzy Customer: 9%; Existing Thin Lizzy Customer: 6%,2 days,90 days,https://www.shopback.com.au/thin-lizzy
ThinkGeek,Toys & Gaming,2.8% Cashback,,,,2 days,75 days,https://www.shopback.com.au/thinkgeek
Thomas Sabo,Fashion,Up to 4% Cashback,,,New Thomas Sabo Customers: 4%; Existing Thomas Sabo Customers: 3%,2 days,105 days,https://www.shopback.com.au/thomas-sabo
Thrill Experiences,Activities,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/thrill-experiences
